ID,scenario,rxpackage,inc_fire,cpu,cumsum_carb,total_carbon_grow,total_carbon_max,cumsum_fire,biosum_cond_id,biosum_plot_id,fortypcd,acres,owngrpcd,lat,lon,elev,MEANING,CEC_type,TargetType
1773,10MM,010,with fire,51.153048447930786,1680627.224922831,-1008.3336156969207,5004.735053620688,1680627.224922831,12012060602063009e8,12012060602063009e7,371,5618.614190023905,10,40.107,-120.7,5500,California mixed conifer,Mixed conifer,1
444,10MM,030,with fire,51.22254415474866,1691740.934870602,-2474.067729909953,11113.709947771096,1691740.934870602,12016060605093005e8,12016060605093007e7,933,5673.45475720812,10,41.295,-123.2,3500,Canyon live oak,Hardwood,0
876,10MM,030,with fire,51.50305757264143,1836416.43333923,103425.9170478574,144675.49846862792,1836416.43333923,12013060603023009e8,12013060603023008e7,201,4968.00852858098,10,40.314,-123.5,4500,Douglas-fir,Douglas-fir,1
844,10MM,040,with fire,51.60203381003464,1845385.7914555673,-3062.826638950362,8969.358116337344,1845385.7914555673,12012060602093008e8,12012060602093007e7,941,5048.237771970045,10,41.539,-123.4,3100,Tanoak,Hardwood,0
337,10MM,020,with fire,51.9195540348362,1850992.1339356517,-746.5793537743351,5606.3424800843195,1850992.1339356517,1201406060402101e9,1201406060402101e8,371,6730.983695960061,10,39.766,-122.8,4300,California mixed conifer,Mixed conifer,1
612,10MM,040,with fire,52.03504826360779,1858897.8631515552,-2474.525494179057,7905.729215903596,1858897.8631515552,1201806060810301e9,12018060608103009e7,371,4903.708783023908,10,40.098,-121.6,3500,California mixed conifer,Mixed conifer,1
287,10MM,040,with fire,52.25564650184217,1877010.811655982,-11538.382398485383,18112.94850442659,1877010.811655982,12013060603089006e8,12013060603089006e7,261,6730.983695960061,10,40.643,-121.5,5300,White fir,True fir,1
1406,10MM,010,with fire,52.2939992288772,1881079.910089358,-967.186148577688,4069.098433376203,1881079.910089358,12015060605093007e8,12015060605093007e7,221,5433.695575032659,10,41.584,-121.9,4900,Ponderosa pine,Pine,1
615,10MM,700,with fire,52.94958607678618,1897462.6577123504,583.9824053133599,16382.747622992447,1897462.6577123504,12018060608105006e8,12018060608105006e7,371,4594.187895871863,10,41.107,-122.5,4300,California mixed conifer,Mixed conifer,1
1995,10MM,010,with fire,53.39482226280465,1902744.526126178,-731.4997003069087,5281.868413827481,1902744.526126178,1201506060505701e9,1201506060505701e8,371,4729.197617839963,10,39.405,-120.8,4700,California mixed conifer,Mixed conifer,1
1804,10MM,700,with fire,53.84033329017312,1929298.4525744251,657.1341885630609,26553.926448247144,1929298.4525744251,12013060603003009e8,12013060603003008e7,371,5844.394851944215,10,38.589,-119.7,6700,California mixed conifer,Mixed conifer,1
1753,10MM,030,with fire,54.09289745448468,1937063.9788252357,-1415.603149849513,7765.5262508105725,1937063.9788252357,12012060602051007e8,12012060602051007e7,367,6727.226557897952,10,38.428,-119.3,10300,Whitebark pine,Other conifer,0
1531,10MM,020,with fire,54.25087942652811,1941989.7027840954,-515.6322839479747,4925.723958859766,1941989.7027840954,12009060509063008e8,12009060509063008e7,225,2466.6992280649524,10,40.079,-120.5,6100,Jeffrey pine,Pine,1
143,10MM,040,with fire,55.699603748947965,1947556.3937428077,-838.1535049498575,5566.690958712191,1947556.3937428077,1201006051009301e9,12010060510093008e7,371,5673.45475720812,10,41.731,-122.9,2700,California mixed conifer,Mixed conifer,1
600,10MM,020,with fire,55.84756761010415,1955089.6475188604,-1020.6831550760378,7533.25377605266,1955089.6475188604,12018060608093007e8,12018060608093008e7,371,5639.96435377632,10,41.435,-122.6,5300,California mixed conifer,Mixed conifer,1
2227,10MM,010,with fire,56.1540986041419,1960549.4644475067,-2637.095659359801,5459.816928646331,1960549.4644475067,12018060608037006e8,12018060608037006e7,933,4240.808890957591,10,34.235,-118,4100,Canyon live oak,Hardwood,0
2014,10MM,030,with fire,56.27337059334193,1968929.98630947,-1762.8761947313967,8380.521861963352,1968929.98630947,12015060605063008e8,12015060605063009e7,371,5730.615980848355,10,40,-121,4100,California mixed conifer,Mixed conifer,1
83,10MM,040,with fire,56.757299505345266,1976024.146631552,329.9106159737125,7094.160322081948,1976024.146631552,12009060509093006e8,12009060509093006e7,371,5673.45475720812,10,41.795,-123.1,4300,California mixed conifer,Mixed conifer,1
273,10MM,040,with fire,57.37660291395849,1986395.581415497,-4710.51837493387,10371.434783945053,1986395.581415497,12013060603011008e8,12013060603011008e7,922,4221.151452242281,10,39.227,-122.6,2900,California black oak,Hardwood,0
456,10MM,700,with fire,58.318383439826526,2006489.9401508775,4409.255364920466,20094.358735380436,2006489.9401508775,12016060606063006e8,12016060606063005e7,261,5563.366685205564,10,40.402,-121.2,5700,White fir,True fir,1
1482,10MM,700,with fire,60.229909397760785,2020373.3600290704,13550.151936094855,13883.4198781931,2020373.3600290704,12018060608093008e8,12018060608093008e7,371,7392.313350808187,10,41.285,-122.2,3700,California mixed conifer,Mixed conifer,1
366,10MM,020,with fire,61.617566143921955,2025114.5655693451,-1251.97276852157,4741.20554027464,2025114.5655693451,12014060604093007e8,12014060604093007e7,221,5276.4637173843885,10,41.254,-123.2,3900,Ponderosa pine,Pine,1
1232,10MM,700,with fire,61.95586215798775,2047757.2622357025,16184.154653203868,22642.69666635733,2047757.2622357025,1200906050904901e9,12009060509049009e7,371,6730.983695960061,10,41.22,-120.7,6300,California mixed conifer,Mixed conifer,1
1666,10MM,700,with fire,62.68188176875746,2066301.8991288166,6812.863947405817,18544.63689311408,2066301.8991288166,12011060601035006e8,12011060601035007e7,225,5730.615980848355,10,39.954,-120.1,7100,Jeffrey pine,Pine,1
163,10MM,030,with fire,64.09653608329496,2076034.2088907459,-2926.629892072581,9732.309761929411,2076034.2088907459,12010060510105009e8,12010060510105008e7,371,4836.301781493142,10,41.113,-122.5,4900,California mixed conifer,Mixed conifer,1
1167,10MM,030,with fire,64.40586049308615,2084596.2650391925,-1436.4202208317279,8562.056148446589,2084596.2650391925,12017060607105005e8,12017060607105005e7,933,6027.860191734093,10,40.214,-123.1,4300,Canyon live oak,Hardwood,0
2062,10MM,020,with fire,66.18266074221455,2109337.388706752,-7789.3179484056855,24741.123667559736,2109337.388706752,12016060606029009e8,1201606060602901e8,185,2967.220254897967,10,34.864,-119.1,6300,Pinyon / juniper woodland,Other conifer,0
484,10MM,040,with fire,66.29291329031066,2120771.523901269,-3536.8990053027596,11434.1351945166,2120771.523901269,1201606060609301e9,1201606060609301e8,371,6140.529974145584,10,41.923,-122.7,3700,California mixed conifer,Mixed conifer,1
1905,10MM,010,with fire,66.36068031170755,2126491.410519318,-628.691749540716,5719.886618049484,2126491.410519318,12014060604035007e8,12014060604035007e7,225,6730.983695960061,10,39.716,-120.1,7100,Jeffrey pine,Pine,1
153,10MM,040,with fire,67.5205429863284,2138041.3489070535,-5712.690974258246,11549.938387734886,2138041.3489070535,1201006051010301e9,1201006051010301e8,371,5409.451106244853,10,40.26,-123,5700,California mixed conifer,Mixed conifer,1
1677,10MM,020,with fire,67.799355895089,2143086.662516312,-115.47567932547018,5045.31360925911,2143086.662516312,12011060601057007e8,12011060601057007e7,225,5730.615980848355,10,39.421,-120.2,6900,Jeffrey pine,Pine,1
1877,10MM,010,with fire,69.37402248116757,2147104.2998733767,-1341.2546276750886,4017.637357064575,2147104.2998733767,12013060603109007e8,12013060603109007e7,221,4383.296138958161,10,38.147,-120.1,4700,Ponderosa pine,Pine,1
1584,10MM,040,with fire,70.47762244761444,2156966.737737746,70.40051979851684,9862.437864369203,2156966.737737746,1.2010060510019008e+024,1201006051001901e8,369,6140.529974145584,10,37.335,-119.1,7700,Western juniper,Other conifer,0
500,10MM,010,with fire,70.57562127249973,2160616.799955713,-696.4983621464601,3650.0622179668353,2160616.799955713,12016060606105007e8,12016060606105007e7,225,7356.611958023019,10,40.408,-123.3,4300,Jeffrey pine,Pine,1
1586,10MM,010,with fire,72.08931799470487,2165110.805108193,-547.449621178823,4494.005152479671,2165110.805108193,12010060510035009e8,12010060510035008e7,371,5730.615980848355,10,39.929,-120,6300,California mixed conifer,Mixed conifer,1
2195,10MM,700,with fire,72.59100702387512,2172884.1794145172,1375.330137395464,7773.374306324629,2172884.1794145172,1201806060800301e9,12018060608003009e7,369,6140.529974145584,10,38.726,-119.9,7500,Western juniper,Other conifer,0
1643,10MM,040,with fire,73.41241025300286,2182774.423528325,-7671.488767160666,9890.244113807286,2182774.423528325,12011060601007007e8,12011060601007006e7,941,4255.09106790609,10,39.534,-121.3,1300,Tanoak,Hardwood,0
1044,10MM,030,with fire,73.44909522131952,2350842.703312772,116168.83958002596,168068.27978444716,2350842.703312772,12016060605093008e8,12016060605093008e7,371,5673.45475720812,10,41.44,-123.5,2900,California mixed conifer,Mixed conifer,1
1981,10MM,010,with fire,73.49293832477953,2359525.9844462364,-566.9096052848209,8683.281133464758,2359525.9844462364,12015060605029008e8,12015060605029008e7,185,4605.397480609188,10,35.457,-118.2,6500,Pinyon / juniper woodland,Other conifer,0
1505,10MM,020,with fire,77.27440644941588,2365475.993125613,-373.56179430024235,5950.008679376398,2365475.993125613,12009060509035009e8,1200906050903501e8,371,6140.529974145584,10,40.255,-120.5,5700,California mixed conifer,Mixed conifer,1
1122,10MM,020,with fire,77.96700826389794,2477435.8376792483,60729.98666999444,111959.84455363535,2477435.8376792483,12017060607023006e8,12017060607023006e7,201,5844.394851944215,10,41.292,-123.5,1500,Douglas-fir,Douglas-fir,1
1897,10MM,020,with fire,78.09316570955913,2482142.0819278494,-755.9476958324934,4706.244248601234,2482142.0819278494,1201406060401701e9,1201406060401701e8,371,4365.159458464792,10,38.682,-120.1,5900,California mixed conifer,Mixed conifer,1
547,10MM,020,with fire,78.48173549907357,2488073.9897446986,-2113.394633435186,5931.907816849221,2488073.9897446986,12017060607093009e8,12017060607093009e7,371,6783.052733701746,10,41.839,-122.8,2300,California mixed conifer,Mixed conifer,1
595,10MM,030,with fire,79.08673749326285,2499090.97334026,-625.2004576910573,11016.98359556099,2499090.97334026,12018060608093006e8,12018060608093007e7,261,5730.615980848355,10,41.25,-123,5900,White fir,True fir,1
706,10MM,040,with fire,79.59108597994123,2515882.414886629,-1526.916467680606,16791.44154636933,2515882.414886629,12010060510093008e8,12010060510093008e7,371,5673.45475720812,10,41.892,-123.4,2100,California mixed conifer,Mixed conifer,1
1763,10MM,030,with fire,82.51429616940277,2521618.3662709165,-792.9641186125555,5735.951384287441,2521618.3662709165,12012060602061009e8,1201206060206101e8,371,6008.553946856363,10,39.151,-120.5,5100,California mixed conifer,Mixed conifer,1
1298,10MM,010,with fire,82.53004424056023,2525018.75699697,-688.9878316847487,3400.3907260535393,2525018.75699697,12011060601093008e8,12011060601093009e7,371,4031.6955476390613,10,41.482,-121.5,5300,California mixed conifer,Mixed conifer,1
2167,10MM,040,with fire,82.69449871495914,2630455.4972159895,51020.70933422587,105436.74021901957,2630455.4972159895,12017060607063008e8,1201706060706301e8,371,5322.58562120334,10,40.042,-120.6,4700,California mixed conifer,Mixed conifer,1
1243,10MM,700,with fire,83.02786261536615,2651693.7228163816,19228.377386317214,21238.225600392223,2651693.7228163816,12009060509093009e8,12009060509093009e7,261,6730.983695960061,10,41.491,-121.6,5500,White fir,True fir,1
1024,10MM,040,with fire,83.2828391914142,2656272.767573621,-271.8876460015608,4579.044757239387,2656272.767573621,1201506060504501e9,1201506060504501e8,371,6140.529974145584,10,39.67,-122.9,4300,California mixed conifer,Mixed conifer,1
433,10MM,020,with fire,86.5008574016916,2659499.316785728,-1085.9485525957173,3226.5492121068633,2659499.316785728,12015060605105005e8,12015060605105006e7,221,5730.615980848355,10,40.508,-123.2,3100,Ponderosa pine,Pine,1
1919,10MM,040,with fire,86.65447956404655,2665431.41104108,-2274.4457886411724,5932.094255352004,2665431.41104108,12014060604057008e8,12014060604057008e7,933,5673.45475720812,10,39.306,-120.9,3700,Canyon live oak,Hardwood,0
1671,10MM,010,with fire,87.25905084377727,2672477.0421590274,-3139.617160731945,7045.6311179471395,2672477.0421590274,1201106060104301e9,1201106060104301e8,221,5844.394851944215,10,37.719,-119.8,4900,Ponderosa pine,Pine,1
1326,10MM,040,with fire,87.42384149736905,2687587.755113261,-1615.9169391809578,15110.712954233757,2687587.755113261,12012060602093006e8,12012060602093007e7,261,5628.201936323041,10,41.312,-122.1,5300,White fir,True fir,1
368,10MM,040,with fire,87.44205264182449,2694016.8657091963,-3910.389780488667,6429.1105959351735,2694016.8657091963,12014060604093008e8,12014060604093007e7,933,5673.45475720812,10,41.192,-123.3,3300,Canyon live oak,Hardwood,0
1913,10MM,020,with fire,87.5341262187662,2700725.3711252683,-3744.70932727682,6708.505416072056,2700725.3711252683,1201406060404301e9,1201406060404301e8,922,5296.532550789196,10,37.713,-119.8,5100,California black oak,Hardwood,0
1923,10MM,040,with fire,87.64712006514611,2707954.996679031,-200.89118476246355,7229.625553762824,2707954.996679031,12014060604061009e8,1201406060406101e8,261,5820.212611286389,10,39.245,-120.1,7100,White fir,True fir,1
1846,10MM,700,with fire,88.4673182678341,2728771.409621138,18207.10107426601,20816.412942107003,2728771.409621138,12013060603063005e8,12013060603063005e7,371,5730.615980848355,10,40.05,-121,4100,California mixed conifer,Mixed conifer,1
584,10MM,700,with fire,88.68017133909812,2741444.8342822935,11109.018126196554,12673.424661155223,2741444.8342822935,12018060608063005e8,12018060608063006e7,225,5067.845417407803,10,40.389,-121.1,6100,Jeffrey pine,Pine,1
1316,10MM,040,with fire,88.87140521624629,2746413.65335967,-1101.9787985541614,4968.8190773770875,2746413.65335967,12012060602049007e8,12012060602049007e7,371,5386.848916906517,10,41.287,-121,5700,California mixed conifer,Mixed conifer,1
269,10MM,040,with fire,89.80591316979151,2786889.37724489,3671.190948784635,40475.7238852197,2786889.37724489,12012060602105008e8,12012060602105007e7,371,6027.860191734093,10,40.401,-123.3,3700,California mixed conifer,Mixed conifer,1
1231,10MM,040,with fire,89.80610669165998,2793891.430135697,-1064.6751827964417,7002.052890807112,2793891.430135697,1200906050904901e9,12009060509049009e7,371,6730.983695960061,10,41.407,-120.3,6300,California mixed conifer,Mixed conifer,1
1294,10MM,040,with fire,90.17867502454484,2796638.0952554015,-2573.390236994429,2746.665119704192,2796638.0952554015,12011060601093007e8,12011060601093007e7,371,1750.1106943853802,10,41.473,-122.1,6700,California mixed conifer,Mixed conifer,1
2017,10MM,010,with fire,90.2243247548432,2799478.1446466967,-1396.5976833832058,2840.049391295201,2799478.1446466967,1201506060506301e9,1201506060506301e8,371,6752.03823070073,10,40.196,-120.8,5300,California mixed conifer,Mixed conifer,1
1435,10MM,700,with fire,90.4313593467155,2826356.279528719,21091.388753727235,26878.134882022398,2826356.279528719,12016060606093008e8,12016060606093008e7,261,7528.43140485595,10,41.505,-121.7,5500,White fir,True fir,1
915,10MM,010,with fire,91.97278151087477,2831536.702932724,-2021.611377970432,5180.423404004934,2831536.702932724,12013060603105006e8,12013060603105007e7,961,6027.860191734093,10,40.161,-123,4300,Pacific madrone,Hardwood,0
171,10MM,040,with fire,92.35283755080951,2864539.0062171677,17148.773677811903,33002.30328444399,2864539.0062171677,12011060601015008e8,12011060601015007e7,201,1722.4936416220446,10,41.934,-123.5,3500,Douglas-fir,Douglas-fir,1
2181,10MM,020,with fire,95.3720534831815,2871176.881776613,-826.276659032593,6637.875559445418,2871176.881776613,12017060607107008e8,12017060607107008e7,225,6730.983695960061,10,36.109,-118.2,8100,Jeffrey pine,Pine,1
68,10MM,010,with fire,95.47742809575863,2877538.151430355,-3097.146425191114,6361.2696537416905,2877538.151430355,12009060509089006e8,12009060509089006e7,922,7356.611958023019,10,40.904,-122,2700,California black oak,Hardwood,0
1631,10MM,010,with fire,96.51799538062319,2879619.0078498702,-1323.470019824823,2080.85641951535,2879619.0078498702,1201006051010901e9,12010060510109009e7,221,5673.45475720812,10,38.196,-120.3,3500,Ponderosa pine,Pine,1
63,10MM,030,with fire,97.496482258816,2930168.4965589535,-23977.636306067474,50549.48870908316,2930168.4965589535,12009060509063008e8,12009060509063008e7,371,5929.178092535213,10,40.143,-121.3,5700,California mixed conifer,Mixed conifer,1
2251,10MM,700,with fire,99.02863033883762,2944904.641559926,7732.040946357293,14736.145000972603,2944904.641559926,12018060608063008e8,12018060608063009e7,371,6730.983695960061,10,39.988,-120.7,6100,California mixed conifer,Mixed conifer,1
1469,10MM,020,with fire,99.2604995522923,3014492.709661781,23697.26638435608,69588.06810185501,3014492.709661781,12018060608049006e8,12018060608049007e7,261,5844.394851944215,10,41.274,-120.8,6300,White fir,True fir,1
2146,10MM,010,with fire,99.88160496349045,3018213.7880961467,327.7816054738505,3721.078434365485,3018213.7880961467,1201706060705101e9,12017060607051009e7,225,6140.529974145584,10,37.676,-118.9,8300,Jeffrey pine,Pine,1
229,10MM,030,with fire,99.980355507706,3024150.735338069,-4531.42516752617,5936.947241922686,3024150.735338069,12012060602021008e8,12012060602021007e7,221,5820.212611286389,10,39.526,-122.6,4900,Ponderosa pine,Pine,1
569,10MM,040,with fire,100.16748985558435,3027038.0038294317,-790.6923700295035,2887.2684913622943,3027038.0038294317,12017060607105009e8,1201706060710501e8,371,4369.7480958582755,10,40.895,-122.8,4100,California mixed conifer,Mixed conifer,1
256,10MM,030,with fire,100.61901634787809,3029517.9123392836,-1736.6150309486202,2479.9085098520973,3029517.9123392836,12013060603021007e8,12013060603021007e7,371,2300.6741467624133,10,39.562,-122.6,3300,California mixed conifer,Mixed conifer,1
555,10MM,030,with fire,101.1101788451221,3068837.0786677115,-10361.622745626195,39319.16632842794,3068837.0786677115,12017060607103008e8,12017060607103008e7,371,2588.5741414373297,10,40.346,-121.5,4900,California mixed conifer,Mixed conifer,1
272,10MM,040,with fire,103.11152774931972,3073787.094106134,-6069.077226305038,4950.0154384223915,3073787.094106134,12013060203015009e8,12013060203015009e7,941,1950.0089905901611,10,41.96,-123.7,2300,Tanoak,Hardwood,0
1107,10MM,040,with fire,104.02867682056768,3077978.5491224807,-3478.7471535787386,4191.455016346777,3077978.5491224807,12017060605015008e8,12017060605015008e7,911,5673.45475720812,10,41.585,-124,300,Red alder,Hardwood,0
1566,10MM,700,with fire,104.1556164024989,3091543.364496828,4120.783181618827,13564.815374347103,3091543.364496828,12010060510007008e8,12010060510007008e7,221,5844.394851944215,10,39.738,-121.3,2500,Ponderosa pine,Pine,1
1756,10MM,040,with fire,104.50500543737111,3177654.956096767,30260.382374564433,86111.59159993935,3177654.956096767,12012060602057009e8,1201206060205701e8,371,4052.111167818774,10,39.357,-120.4,7300,California mixed conifer,Mixed conifer,1
495,10MM,700,with fire,106.20291656016984,3179872.2136261314,397.37607808355136,2217.2575293640566,3179872.2136261314,12016060606105006e8,12016060606105005e7,221,2337.0248910854916,10,40.402,-123.1,4500,Ponderosa pine,Pine,1
