FID,Join_Count,TARGET_FID,biosum_con,ID,biosum_plo,lat,lon,Id_1,gridcode,prob
1164,1,1164,1.20121E+24,1165,1.20121E+23,38.442212,-120.073741,100266,2467,0.2467
1165,1,1165,1.20121E+24,1166,1.20121E+23,38.364326,-120.251524,102251,7164,0.7164
1166,1,1166,1.20121E+24,1167,1.20121E+23,41.781043,-124.174184,4708,323,0.0323
1167,1,1167,1.20121E+24,1168,1.20121E+23,38.694794,-120.729894,93704,2535,0.2535
1168,1,1168,1.20121E+24,1169,1.20121E+23,38.74719,-120.12161,92532,3448,0.3448
1169,1,1169,1.20121E+24,1170,1.20121E+23,38.708735,-120.438014,93479,5710,0.571
1170,1,1170,1.20121E+24,1171,1.20121E+23,38.797374,-120.241027,91142,5286,0.5286
1171,1,1171,1.20121E+24,1172,1.20121E+23,38.87514,-120.45249,89235,3840,0.384
1172,1,1172,1.20121E+24,1173,1.20121E+23,38.807913,-120.570259,90879,7982,0.7982
1173,1,1173,1.20121E+24,1174,1.20121E+23,38.658255,-120.557277,94708,3712,0.3712
1174,1,1174,1.20121E+24,1175,1.20121E+23,38.692694,-120.235413,93744,2281,0.2281
1175,1,1175,1.20121E+24,1176,1.20121E+23,37.10877,-119.223582,136724,4557,0.4557
1176,1,1176,1.20121E+24,1177,1.20121E+23,36.993237,-119.095178,140101,7689,0.7689
1177,1,1177,1.20121E+24,1178,1.20121E+23,39.667994,-122.701132,70034,5801,0.5801
1178,1,1178,1.20121E+24,1179,1.20121E+23,39.620857,-122.885583,70959,6984,0.6984
1179,1,1179,1.20121E+24,1180,1.20121E+23,39.526948,-122.672546,73356,6808,0.6808
1180,1,1180,1.20121E+24,1181,1.20121E+23,40.852165,-123.848249,32621,1661,0.1661
1181,1,1181,1.20121E+24,1182,1.20121E+23,40.852165,-123.848249,32621,1661,0.1661
1182,1,1182,1.20121E+24,1183,1.20121E+23,40.816797,-123.993845,33469,2068,0.2068
1183,1,1183,1.20121E+24,1184,1.20121E+23,41.159342,-123.746311,23315,2315,0.2315
1184,1,1184,1.20121E+24,1185,1.20121E+23,41.159342,-123.746311,23315,2315,0.2315
1185,1,1185,1.20121E+24,1186,1.20121E+23,41.002258,-123.738329,28123,1669,0.1669
1186,1,1186,1.20121E+24,1187,1.20121E+23,40.513534,-123.955446,43087,822,0.0822
1187,1,1187,1.20121E+24,1188,1.20121E+23,41.370033,-123.909206,16743,1828,0.1828
1188,1,1188,1.20121E+24,1189,1.20121E+23,40.703658,-123.648864,37430,2894,0.2894
1189,1,1189,1.20121E+24,1190,1.20121E+23,40.726525,-123.801736,36509,1339,0.1339
1190,1,1190,1.20121E+24,1191,1.20121E+23,40.696337,-124.128779,37090,360,0.036
1191,1,1191,1.20121E+24,1192,1.20121E+23,41.192468,-123.760831,22120,2065,0.2065
1192,1,1192,1.20121E+24,1193,1.20121E+23,41.436166,-123.983751,14831,1426,0.1426
1193,1,1193,1.20121E+24,1194,1.20121E+23,41.041924,-123.867221,26648,2788,0.2788
1194,1,1194,1.20121E+24,1195,1.20121E+23,41.31996,-123.769409,18205,269,0.0269
1195,1,1195,1.20121E+24,1196,1.20121E+23,40.313673,-124.207463,49660,894,0.0894
1196,1,1196,1.20121E+24,1197,1.20121E+23,41.115066,-124.050467,24207,1124,0.1124
1197,1,1197,1.20121E+24,1198,1.20121E+23,40.845738,-123.661828,32925,4927,0.4927
1198,1,1198,1.20121E+24,1199,1.20121E+23,40.208096,-123.741967,53695,1859,0.1859
1199,1,1199,1.20121E+24,1200,1.20121E+23,40.208096,-123.741967,53695,1859,0.1859
1200,1,1200,1.20121E+24,1201,1.20121E+23,41.198925,-123.924866,21805,653,0.0653
1201,1,1201,1.20121E+24,1202,1.20121E+23,40.045346,-123.550513,58746,3240,0.324
1202,1,1202,1.20121E+24,1203,1.20121E+23,40.033849,-123.841467,58723,2254,0.2254
1203,1,1203,1.20121E+24,1204,1.20121E+23,35.372965,-118.508139,193746,3008,0.3008
1204,1,1204,1.20121E+24,1205,1.20121E+23,35.21511,-118.649075,199702,3684,0.3684
1205,1,1205,1.20121E+24,1206,1.20121E+23,34.863385,-119.228465,214181,3716,0.3716
1206,1,1206,1.20121E+24,1207,1.20121E+23,39.474457,-123.010391,74520,7474,0.7474
1207,1,1207,1.20121E+24,1208,1.20121E+23,39.315895,-122.978653,78317,8230,0.823
1208,1,1208,1.20121E+24,1209,1.20121E+23,38.819349,-122.754124,89817,4812,0.4812
1209,1,1209,1.20121E+24,1210,1.20121E+23,40.741974,-121.129558,37933,3341,0.3341
1210,1,1210,1.20121E+24,1211,1.20121E+23,40.934131,-120.802314,31956,2572,0.2572
1211,0,1211,1.20121E+24,1212,1.20121E+23,40.483673,-120.942031,0,0,0
1212,1,1212,1.20121E+24,1213,1.20121E+23,40.571201,-121.10608,43310,2518,0.2518
1213,1,1213,1.20121E+24,1214,1.20121E+23,40.758295,-120.81666,37326,1394,0.1394
1214,1,1214,1.20121E+24,1215,1.20121E+23,40.649514,-120.935001,41090,2338,0.2338
1215,1,1215,1.20121E+24,1216,1.20121E+23,40.780637,-120.986176,36708,1890,0.189
1216,1,1216,1.20121E+24,1217,1.20121E+23,41.084276,-120.853422,27451,1434,0.1434
1217,1,1217,1.20121E+24,1218,1.20121E+23,40.257312,-121.054791,53892,2328,0.2328
1218,1,1218,1.20121E+24,1219,1.20121E+23,40.775504,-121.274876,36685,2660,0.266
1219,1,1219,1.20121E+24,1220,1.20121E+23,40.315573,-120.91077,52133,2038,0.2038
1220,1,1220,1.20121E+24,1221,1.20121E+23,34.237349,-117.902108,241258,16718,1.6718
1221,1,1221,1.20121E+24,1222,1.20121E+23,37.305668,-119.398403,130381,9888,0.9888
1222,1,1222,1.20121E+24,1223,1.20121E+23,37.421762,-119.542545,126786,6324,0.6324
1223,1,1223,1.20121E+24,1224,1.20121E+23,37.477158,-119.431962,125051,4855,0.4855
1224,1,1224,1.20121E+24,1225,1.20121E+23,37.558533,-119.860841,122708,4217,0.4217
1225,1,1225,1.20121E+24,1226,1.20121E+23,37.451077,-119.694048,125903,10287,1.0287
1226,1,1226,1.20121E+24,1227,1.20121E+23,39.723911,-123.684357,67703,2994,0.2994
1227,1,1227,1.20121E+24,1228,1.20121E+23,39.571747,-123.632004,71629,3934,0.3934
1228,1,1228,1.20121E+24,1229,1.20121E+23,39.0963,-123.573532,83111,3893,0.3893
1229,1,1229,1.20121E+24,1230,1.20121E+23,38.898799,-123.395228,87428,3577,0.3577
1230,1,1230,1.20121E+24,1231,1.20121E+23,38.785285,-123.533627,89997,1967,0.1967
1231,1,1231,1.20121E+24,1232,1.20121E+23,39.814809,-123.041765,65968,4020,0.402
1232,1,1232,1.20121E+24,1233,1.20121E+23,39.652352,-123.005113,70251,7577,0.7577
1233,1,1233,1.20121E+24,1234,1.20121E+23,39.278552,-123.598941,78991,759,0.0759
1234,1,1234,1.20121E+24,1235,1.20121E+23,39.422114,-123.602815,75425,5338,0.5338
1235,1,1235,1.20121E+24,1236,1.20121E+23,38.836746,-123.229421,89068,4275,0.4275
1236,1,1236,1.20121E+24,1237,1.20121E+23,39.394458,-123.472071,76144,5373,0.5373
1237,0,1237,1.20121E+24,1238,1.20121E+23,39.702748,-123.793256,0,0,0
1238,0,1238,1.20121E+24,1239,1.20121E+23,39.702748,-123.793256,0,0,0
1239,1,1239,1.20121E+24,1240,1.20121E+23,39.132197,-123.278779,82497,4576,0.4576
1240,1,1240,1.20121E+24,1241,1.20121E+23,39.732178,-123.494975,67718,3150,0.315
1241,1,1241,1.20121E+24,1242,1.20121E+23,39.221121,-123.456058,80414,4769,0.4769
1242,1,1242,1.20121E+24,1243,1.20121E+23,41.911557,-120.62376,3122,2025,0.2025
1243,1,1243,1.20121E+24,1244,1.20121E+23,41.379376,-121.186791,18104,1942,0.1942
1244,1,1244,1.20121E+24,1245,1.20121E+23,41.950853,-120.792541,2069,1839,0.1839
1245,1,1245,1.20121E+24,1246,1.20121E+23,41.287018,-121.042255,21115,3487,0.3487
1246,1,1246,1.20121E+24,1247,1.20121E+23,41.261444,-121.361607,21700,2329,0.2329
1247,1,1247,1.20121E+24,1248,1.20121E+23,41.261444,-121.361607,21700,2329,0.2329
1248,1,1248,1.20121E+24,1249,1.20121E+23,41.425846,-121.049301,16960,3333,0.3333
1249,1,1249,1.20121E+24,1250,1.20121E+23,41.189273,-121.273227,24114,3278,0.3278
1250,1,1250,1.20121E+24,1251,1.20121E+23,41.189273,-121.273227,24114,3278,0.3278
1251,1,1251,1.20121E+24,1252,1.20121E+23,41.464267,-120.262499,15899,2793,0.2793
1252,1,1252,1.20121E+24,1253,1.20121E+23,41.751119,-120.31273,7700,4410,0.441
1253,1,1253,1.20121E+24,1254,1.20121E+23,41.618808,-120.252452,11397,2565,0.2565
1254,1,1254,1.20121E+24,1255,1.20121E+23,38.369226,-122.391194,101390,6745,0.6745
1255,1,1255,1.20121E+24,1256,1.20121E+23,38.556378,-122.576371,96359,5097,0.5097
1256,1,1256,1.20121E+24,1257,1.20121E+23,39.387715,-120.215149,77774,2748,0.2748
1257,1,1257,1.20121E+24,1258,1.20121E+23,39.357252,-120.471324,78460,2445,0.2445
1258,1,1258,1.20121E+24,1259,1.20121E+23,39.174456,-121.088011,82608,2580,0.258
1259,1,1259,1.20121E+24,1260,1.20121E+23,39.341682,-120.804568,78677,9593,0.9593
1260,1,1260,1.20121E+24,1261,1.20121E+23,39.165624,-120.759694,82846,5407,0.5407
1261,1,1261,1.20121E+24,1262,1.20121E+23,39.040215,-120.462764,85489,3554,0.3554
1262,1,1262,1.20121E+24,1263,1.20121E+23,39.208099,-120.183479,82008,3665,0.3665
1263,1,1263,1.20121E+24,1264,1.20121E+23,38.765536,-121.1786,91772,3861,0.3861
1264,1,1264,1.20121E+24,1265,1.20121E+23,39.299268,-120.666234,79870,7481,0.7481
1265,1,1265,1.20121E+24,1266,1.20121E+23,39.151446,-120.596167,83271,3666,0.3666
1266,1,1266,1.20121E+24,1267,1.20121E+23,38.997989,-120.603887,86501,3257,0.3257
1267,1,1267,1.20121E+24,1268,1.20121E+23,39.011222,-120.74247,86079,12258,1.2258
1268,1,1268,1.20121E+24,1269,1.20121E+23,40.109221,-121.208026,58321,6042,0.6042
1269,1,1269,1.20121E+24,1270,1.20121E+23,39.789254,-120.708482,67654,5159,0.5159
1270,1,1270,1.20121E+24,1271,1.20121E+23,39.771652,-121.021477,68128,6800,0.68
1271,1,1271,1.20121E+24,1272,1.20121E+23,40.095523,-121.022786,58635,5174,0.5174
1272,1,1272,1.20121E+24,1273,1.20121E+23,39.846566,-120.526336,66145,1871,0.1871
1273,1,1273,1.20121E+24,1274,1.20121E+23,39.949067,-121.011865,63319,4065,0.4065
1274,1,1274,1.20121E+24,1275,1.20121E+23,39.997158,-120.898584,61905,6704,0.6704
1275,1,1275,1.20121E+24,1276,1.20121E+23,40.391199,-121.079607,49577,3093,0.3093
1276,1,1276,1.20121E+24,1277,1.20121E+23,40.107942,-120.732088,58354,4191,0.4191
1277,1,1277,1.20121E+24,1278,1.20121E+23,39.99836,-120.379676,61942,2774,0.2774
1278,1,1278,1.20121E+24,1279,1.20121E+23,39.721142,-121.08689,69395,5272,0.5272
1279,1,1279,1.20121E+24,1280,1.20121E+23,40.285488,-120.734313,53045,1288,0.1288
1280,1,1280,1.20121E+24,1281,1.20121E+23,40.399983,-121.395977,49230,3170,0.317
1281,1,1281,1.20121E+24,1282,1.20121E+23,39.847303,-120.849925,66119,6059,0.6059
1282,1,1282,1.20121E+24,1283,1.20121E+23,39.944892,-120.704057,63343,5283,0.5283
1283,1,1283,1.20121E+24,1284,1.20121E+23,34.259083,-117.314823,239869,11467,1.1467
1284,1,1284,1.20121E+24,1285,1.20121E+23,35.459343,-120.152331,191002,1881,0.1881
1285,1,1285,1.20121E+24,1286,1.20121E+23,35.726916,-121.03708,181725,5717,0.5717
1286,1,1286,1.20121E+24,1287,1.20121E+23,37.230792,-122.270332,131797,7364,0.7364
1287,1,1287,1.20121E+24,1288,1.20121E+23,37.108771,-122.089517,136004,5541,0.5541
1288,1,1288,1.20121E+24,1289,1.20121E+23,37.101962,-121.925631,136307,5996,0.5996
1289,1,1289,1.20121E+24,1290,1.20121E+23,41.035663,-121.507059,28589,1650,0.165
1290,1,1290,1.20121E+24,1291,1.20121E+23,40.993222,-122.557627,29392,4920,0.492
1291,1,1291,1.20121E+24,1292,1.20121E+23,41.090467,-122.398281,26462,4000,0.4
1292,1,1292,1.20121E+24,1293,1.20121E+23,40.848908,-121.74635,34203,2816,0.2816
1293,1,1293,1.20121E+24,1294,1.20121E+23,40.67455,-121.738183,39814,2406,0.2406
1294,1,1294,1.20121E+24,1295,1.20121E+23,40.597357,-121.596255,42293,2887,0.2887
1295,1,1295,1.20121E+24,1296,1.20121E+23,41.04581,-121.971018,28258,5317,0.5317
1296,1,1296,1.20121E+24,1297,1.20121E+23,40.523504,-121.716253,44902,2032,0.2032
1297,1,1297,1.20121E+24,1298,1.20121E+23,41.158579,-122.144701,24663,3363,0.3363
1298,1,1298,1.20121E+24,1299,1.20121E+23,40.848344,-122.554097,33854,3920,0.392
1299,0,1299,1.20121E+24,1300,1.20121E+23,41.076189,-121.62281,0,0,0
1300,1,1300,1.20121E+24,1301,1.20121E+23,40.456766,-122.685242,46500,2747,0.2747
1301,1,1301,1.20121E+24,1302,1.20121E+23,41.019053,-121.803652,29149,5367,0.5367
1302,1,1302,1.20121E+24,1303,1.20121E+23,39.529158,-120.210155,74198,1621,0.1621
1303,1,1303,1.20121E+24,1304,1.20121E+23,39.453059,-120.970878,76044,3611,0.3611
1304,1,1304,1.20121E+24,1305,1.20121E+23,39.502462,-120.838023,74884,4246,0.4246
1305,1,1305,1.20121E+24,1306,1.20121E+23,39.607463,-120.969194,72263,7549,0.7549
1306,1,1306,1.20121E+24,1307,1.20121E+23,39.695591,-120.520099,70163,3446,0.3446
1307,1,1307,1.20121E+24,1308,1.20121E+23,39.505426,-120.907958,74635,6471,0.6471
1308,1,1308,1.20121E+24,1309,1.20121E+23,39.49506,-120.327049,75159,1492,0.1492
1309,1,1309,1.20121E+24,1310,1.20121E+23,41.687014,-123.474287,7765,5706,0.5706
