FID,Join_Count,TARGET_FID,biosum_con,ID,biosum_plo,lat,lon,Id_1,gridcode,prob
587,1,587,1.20091E+24,588,1.20091E+23,40.189495,-121.023947,55955,2930,0.293
588,1,588,1.20091E+24,589,1.20091E+23,40.027147,-120.988283,61024,5034,0.5034
589,1,589,1.20091E+24,590,1.20091E+23,39.824107,-121.267968,66617,4864,0.4864
590,1,590,1.20091E+24,591,1.20091E+23,39.787226,-120.463318,67922,1965,0.1965
591,1,591,1.20091E+24,592,1.20091E+23,40.368371,-121.16562,50207,1879,0.1879
592,1,592,1.20091E+24,593,1.20091E+23,34.045458,-116.952935,247106,6225,0.6225
593,1,593,1.20091E+24,594,1.20091E+23,34.250845,-117.130376,240233,5794,0.5794
594,1,594,1.20091E+24,595,1.20091E+23,34.552455,-120.293045,228200,7572,0.7572
595,1,595,1.20091E+24,596,1.20091E+23,34.754405,-119.460269,218957,3737,0.3737
596,1,596,1.20091E+24,597,1.20091E+23,37.212267,-121.918116,132797,12143,1.2143
597,1,597,1.20091E+24,598,1.20091E+23,37.057107,-122.024318,137710,2601,0.2601
598,1,598,1.20091E+24,599,1.20091E+23,37.010883,-121.828149,139119,5759,0.5759
599,1,599,1.20091E+24,600,1.20091E+23,41.089408,-121.773897,26810,1290,0.129
600,1,600,1.20091E+24,601,1.20091E+23,40.940324,-122.192941,31251,7827,0.7827
601,1,601,1.20091E+24,602,1.20091E+23,41.04918,-122.349752,27935,8943,0.8943
602,1,602,1.20091E+24,603,1.20091E+23,40.756138,-121.882211,37243,3096,0.3096
603,1,603,1.20091E+24,604,1.20091E+23,41.159091,-121.579969,25014,2260,0.226
604,1,604,1.20091E+24,605,1.20091E+23,40.645643,-121.818394,40713,1015,0.1015
605,1,605,1.20091E+24,606,1.20091E+23,40.797331,-121.379262,36072,2774,0.2774
606,1,606,1.20091E+24,607,1.20091E+23,40.99371,-121.547715,30089,3440,0.344
607,1,607,1.20091E+24,608,1.20091E+23,40.498405,-121.833408,45560,1107,0.1107
608,1,608,1.20091E+24,609,1.20091E+23,40.650947,-121.529511,40736,3830,0.383
609,1,609,1.20091E+24,610,1.20091E+23,40.90664,-122.495643,32130,7600,0.76
610,1,610,1.20091E+24,611,1.20091E+23,40.647488,-121.380672,40748,2608,0.2608
611,1,611,1.20091E+24,612,1.20091E+23,40.453543,-121.663172,47229,1328,0.1328
612,1,612,1.20091E+24,613,1.20091E+23,40.771647,-121.688404,36653,5339,0.5339
613,1,613,1.20091E+24,614,1.20091E+23,39.576549,-120.787907,72972,8139,0.8139
614,1,614,1.20091E+24,615,1.20091E+23,39.525343,-120.333484,74433,2834,0.2834
615,1,615,1.20091E+24,616,1.20091E+23,39.708406,-120.648478,69913,5327,0.5327
616,1,616,1.20091E+24,617,1.20091E+23,39.535113,-120.602006,73926,4034,0.4034
617,1,617,1.20091E+24,618,1.20091E+23,39.591629,-120.458035,72768,3864,0.3864
618,1,618,1.20091E+24,619,1.20091E+23,39.591629,-120.458035,72768,3864,0.3864
619,0,619,1.20091E+24,620,1.20091E+23,39.470493,-120.128735,0,0,0
620,1,620,1.20091E+24,621,1.20091E+23,39.573743,-120.305984,73245,3275,0.3275
621,1,621,1.20091E+24,622,1.20091E+23,39.695913,-120.911043,70136,5647,0.5647
622,1,622,1.20091E+24,623,1.20091E+23,39.456415,-120.439638,76084,1646,0.1646
623,1,623,1.20091E+24,624,1.20091E+23,39.551977,-120.910412,73433,9687,0.9687
624,1,624,1.20091E+24,625,1.20091E+23,41.179329,-123.182471,23057,6697,0.6697
625,1,625,1.20091E+24,626,1.20091E+23,41.839722,-123.275483,3735,7073,0.7073
626,1,626,1.20091E+24,627,1.20091E+23,41.795976,-123.142869,5062,6006,0.6006
627,1,627,1.20091E+24,628,1.20091E+23,41.302733,-123.060827,19452,5559,0.5559
628,1,628,1.20091E+24,629,1.20091E+23,41.390426,-122.08447,17450,1997,0.1997
629,1,629,1.20091E+24,630,1.20091E+23,41.441774,-121.476601,16382,2863,0.2863
630,1,630,1.20091E+24,631,1.20091E+23,41.285498,-121.901269,20750,3467,0.3467
631,1,631,1.20091E+24,632,1.20091E+23,41.729246,-122.65653,7280,1956,0.1956
632,1,632,1.20091E+24,633,1.20091E+23,41.314968,-121.616231,19870,3679,0.3679
633,1,633,1.20091E+24,634,1.20091E+23,41.363932,-122.899206,17686,2202,0.2202
634,1,634,1.20091E+24,635,1.20091E+23,41.442659,-121.964221,16067,4646,0.4646
635,1,635,1.20091E+24,636,1.20091E+23,41.737622,-122.158115,7312,3457,0.3457
636,1,636,1.20091E+24,637,1.20091E+23,41.939674,-123.450167,1133,6248,0.6248
637,1,637,1.20091E+24,638,1.20091E+23,41.634051,-121.629259,10738,2202,0.2202
638,1,638,1.20091E+24,639,1.20091E+23,41.351274,-122.757604,18284,2293,0.2293
639,1,639,1.20091E+24,640,1.20091E+23,41.242243,-122.254657,21935,2899,0.2899
640,1,640,1.20091E+24,641,1.20091E+23,41.560027,-122.134678,12691,3961,0.3961
641,1,641,1.20091E+24,642,1.20091E+23,41.283961,-121.771492,20760,4690,0.469
642,1,642,1.20091E+24,643,1.20091E+23,41.475785,-123.544982,14027,5004,0.5004
643,1,643,1.20091E+24,644,1.20091E+23,41.710978,-122.957345,7532,3452,0.3452
644,1,644,1.20091E+24,645,1.20091E+23,41.341701,-123.201126,18249,5578,0.5578
645,1,645,1.20091E+24,646,1.20091E+23,42.000428,-122.860636,251,1949,0.1949
646,1,646,1.20091E+24,647,1.20091E+23,41.588816,-121.825236,11859,2840,0.284
647,1,647,1.20091E+24,648,1.20091E+23,41.431818,-121.760654,16360,3888,0.3888
648,1,648,1.20091E+24,649,1.20091E+23,41.491789,-121.63048,14732,2688,0.2688
649,1,649,1.20091E+24,650,1.20091E+23,41.78799,-123.454762,5037,6005,0.6005
650,1,650,1.20091E+24,651,1.20091E+23,41.642136,-123.133644,9495,5248,0.5248
651,1,651,1.20091E+24,652,1.20091E+23,38.392586,-122.94722,100347,4350,0.435
652,1,652,1.20091E+24,653,1.20091E+23,38.538429,-122.944334,96589,6034,0.6034
653,1,653,1.20091E+24,654,1.20091E+23,38.750186,-123.162121,91210,5235,0.5235
654,1,654,1.20091E+24,655,1.20091E+23,38.329281,-122.468231,102385,5182,0.5182
655,1,655,1.20091E+24,656,1.20091E+23,40.018272,-122.889809,59994,4790,0.479
656,1,656,1.20091E+24,657,1.20091E+23,40.330908,-121.771399,51122,3888,0.3888
657,1,657,1.20091E+24,658,1.20091E+23,39.916529,-122.696861,63202,5961,0.5961
658,1,658,1.20091E+24,659,1.20091E+23,40.310406,-121.65516,52080,2311,0.2311
659,1,659,1.20091E+24,660,1.20091E+23,40.125876,-121.60977,57686,2030,0.203
660,1,660,1.20091E+24,661,1.20091E+23,39.879963,-122.820622,64306,7513,0.7513
661,1,661,1.20091E+24,662,1.20091E+23,40.255778,-123.427571,52555,5476,0.5476
662,1,662,1.20091E+24,663,1.20091E+23,40.707986,-123.144168,37781,4246,0.4246
663,1,663,1.20091E+24,664,1.20091E+23,40.500782,-123.386933,44118,6825,0.6825
664,1,664,1.20091E+24,665,1.20091E+23,40.856908,-123.135996,33256,6108,0.6108
665,1,665,1.20091E+24,666,1.20091E+23,40.562042,-123.078165,42503,4544,0.4544
666,1,666,1.20091E+24,667,1.20091E+23,41.079835,-122.54095,26751,2925,0.2925
667,1,667,1.20091E+24,668,1.20091E+23,40.306239,-123.522055,50664,3407,0.3407
668,1,668,1.20091E+24,669,1.20091E+23,40.502561,-122.91662,44810,2728,0.2728
669,1,669,1.20091E+24,670,1.20091E+23,40.663183,-123.445165,39046,7388,0.7388
670,1,670,1.20091E+24,671,1.20091E+23,40.317636,-123.196968,50689,5551,0.5551
671,1,671,1.20091E+24,672,1.20091E+23,40.883775,-122.809067,32702,5320,0.532
672,1,672,1.20091E+24,673,1.20091E+23,36.117014,-118.221127,167090,645,0.0645
673,1,673,1.20091E+24,674,1.20091E+23,35.816511,-118.340766,178342,4304,0.4304
674,1,674,1.20091E+24,675,1.20091E+23,36.398363,-118.827789,157571,7838,0.7838
675,1,675,1.20091E+24,676,1.20091E+23,35.965524,-118.353179,172706,1937,0.1937
676,1,676,1.20091E+24,677,1.20091E+23,38.15792,-120.336107,107340,12925,1.2925
677,1,677,1.20091E+24,678,1.20091E+23,38.147936,-120.021074,107605,6331,0.6331
678,1,678,1.20091E+24,679,1.20091E+23,37.811203,-120.134364,115934,4744,0.4744
679,1,679,1.20091E+24,680,1.20091E+23,38.11014,-120.132073,108536,6823,0.6823
680,1,680,1.20091E+24,681,1.20091E+23,38.001863,-120.030085,111024,6292,0.6292
681,1,681,1.20091E+24,682,1.20091E+23,38.314262,-119.88596,103528,2623,0.2623
682,1,682,1.20091E+24,683,1.20091E+23,38.349871,-120.009505,102763,5808,0.5808
683,1,683,1.20091E+24,684,1.20091E+23,37.955486,-120.162273,112233,4365,0.4365
684,1,684,1.20091E+24,685,1.20091E+23,38.09529,-120.013205,108995,6690,0.669
685,1,685,1.20091E+24,686,1.20091E+23,39.554085,-121.092806,73419,2161,0.2161
686,1,686,1.20091E+24,687,1.20091E+23,39.497704,-121.22084,74854,5228,0.5228
687,1,687,1.20091E+24,688,1.20091E+23,39.402616,-121.034483,77244,4942,0.4942
688,1,688,1.20101E+24,689,1.20101E+23,41.959654,-123.62591,509,4317,0.4317
689,1,689,1.20101E+24,690,1.20101E+23,41.959654,-123.62591,509,4317,0.4317
690,1,690,1.20101E+24,691,1.20101E+23,41.959469,-123.658924,506,2880,0.288
691,1,691,1.20101E+24,692,1.20101E+23,41.984507,-123.593124,195,3874,0.3874
692,1,692,1.20101E+24,693,1.20101E+23,41.984507,-123.593124,195,3874,0.3874
693,1,693,1.20101E+24,694,1.20101E+23,41.986027,-123.064689,383,6837,0.6837
694,1,694,1.20101E+24,695,1.20101E+23,38.955305,-120.697675,87362,9031,0.9031
695,1,695,1.20101E+24,696,1.20101E+23,41.291828,-123.849133,19089,1661,0.1661
696,1,696,1.20101E+24,697,1.20101E+23,39.179068,-123.520748,81354,5622,0.5622
697,1,697,1.20101E+24,698,1.20101E+23,39.05141,-120.854341,85254,4505,0.4505
698,1,698,1.20101E+24,699,1.20101E+23,40.6692,-122.949221,39085,3809,0.3809
699,1,699,1.20101E+24,700,1.20101E+23,37.718597,-122.049985,117806,4662,0.4662
700,1,700,1.20101E+24,701,1.20101E+23,38.70136,-120.012585,93512,3315,0.3315
701,1,701,1.20101E+24,702,1.20101E+23,38.729684,-119.703291,92809,1883,0.1883
702,1,702,1.20101E+24,703,1.20101E+23,38.504539,-120.312918,98748,6799,0.6799
703,1,703,1.20101E+24,704,1.20101E+23,38.560044,-120.18364,97276,3350,0.335
704,1,704,1.20101E+24,705,1.20101E+23,38.359987,-120.756216,102211,4986,0.4986
705,1,705,1.20101E+24,706,1.20101E+23,39.738395,-121.381949,68864,8030,0.803
706,1,706,1.20101E+24,707,1.20101E+23,39.941426,-121.553104,63276,967,0.0967
707,1,707,1.20101E+24,708,1.20101E+23,39.648619,-121.184808,71046,589,0.0589
708,1,708,1.20101E+24,709,1.20101E+23,38.38773,-120.464298,101736,4507,0.4507
709,1,709,1.20101E+24,710,1.20101E+23,38.38773,-120.464298,101736,4507,0.4507
710,1,710,1.20101E+24,711,1.20101E+23,38.3606,-120.289988,102248,4309,0.4309
711,1,711,1.20101E+24,712,1.20101E+23,41.652661,-124.042076,8283,1243,0.1243
712,1,712,1.20101E+24,713,1.20101E+23,41.496885,-123.862372,13140,1530,0.153
713,1,713,1.20101E+24,714,1.20101E+23,41.515417,-124.036553,12261,243,0.0243
714,1,714,1.20101E+24,715,1.20101E+23,41.378422,-123.67732,16761,705,0.0705
715,0,715,1.20101E+24,716,1.20101E+23,41.989816,-124.118254,0,0,0
716,1,716,1.20101E+24,717,1.20101E+23,38.859917,-120.505236,89702,1901,0.1901
717,1,717,1.20101E+24,718,1.20101E+23,38.91509,-119.914544,88324,1417,0.1417
718,1,718,1.20101E+24,719,1.20101E+23,38.851071,-120.351911,89952,2782,0.2782
719,1,719,1.20101E+24,720,1.20101E+23,38.526135,-120.471796,97999,4214,0.4214
720,1,720,1.20101E+24,721,1.20101E+23,38.989333,-120.360291,86738,7458,0.7458
721,1,721,1.20101E+24,722,1.20101E+23,38.806408,-120.676952,90870,9722,0.9722
722,1,722,1.20101E+24,723,1.20101E+23,38.698071,-120.496859,93723,6032,0.6032
723,1,723,1.20101E+24,724,1.20101E+23,38.661047,-120.306946,94483,6091,0.6091
724,1,724,1.20101E+24,725,1.20101E+23,36.999797,-119.106164,139815,7476,0.7476
725,1,725,1.20101E+24,726,1.20101E+23,37.287656,-119.29831,131029,8515,0.8515
726,1,726,1.20101E+24,727,1.20101E+23,36.950001,-118.974214,141208,4181,0.4181
727,1,727,1.20101E+24,728,1.20101E+23,37.33542,-119.170842,129478,3686,0.3686
728,1,728,1.20101E+24,729,1.20101E+23,41.218748,-123.646538,21522,6492,0.6492
729,1,729,1.20101E+24,730,1.20101E+23,41.345726,-123.523266,17638,1667,0.1667
730,1,730,1.20101E+24,731,1.20101E+23,41.326191,-123.885211,17897,1189,0.1189
731,1,731,1.20101E+24,732,1.20101E+23,41.016865,-123.938263,27520,1412,0.1412
732,1,732,1.20101E+24,733,1.20101E+23,41.358637,-123.767007,17031,592,0.0592
733,1,733,1.20101E+24,734,1.20101E+23,40.873054,-123.904079,32023,1746,0.1746
734,1,734,1.20101E+24,735,1.20101E+23,40.311178,-124.107458,49980,372,0.0372
735,1,735,1.20101E+24,736,1.20101E+23,40.394409,-123.815368,47395,2370,0.237
736,1,736,1.20101E+24,737,1.20101E+23,41.058729,-123.630853,26366,3220,0.322
737,1,737,1.20101E+24,738,1.20101E+23,41.058729,-123.630853,26366,3220,0.322
738,1,738,1.20101E+24,739,1.20101E+23,40.196534,-123.625117,53991,2932,0.2932
739,1,739,1.20101E+24,740,1.20101E+23,40.997434,-123.763934,28121,1099,0.1099
740,1,740,1.20101E+24,741,1.20101E+23,41.109326,-123.673868,24851,3851,0.3851
741,1,741,1.20101E+24,742,1.20101E+23,40.797617,-124.050824,34039,1639,0.1639
742,1,742,1.20101E+24,743,1.20101E+23,40.511813,-123.691342,43438,973,0.0973
743,1,743,1.20101E+24,744,1.20101E+23,41.146833,-123.786567,23616,2786,0.2786
744,1,744,1.20101E+24,745,1.20101E+23,40.547495,-123.866624,42119,1085,0.1085
745,1,745,1.20101E+24,746,1.20101E+23,35.664464,-118.57859,183790,11316,1.1316
746,1,746,1.20101E+24,747,1.20101E+23,39.51946,-122.752517,73587,3975,0.3975
747,1,747,1.20101E+24,748,1.20101E+23,39.19534,-122.991544,81392,5415,0.5415
748,1,748,1.20101E+24,749,1.20101E+23,41.087133,-120.922806,27446,3552,0.3552
749,1,749,1.20101E+24,750,1.20101E+23,40.766956,-120.875258,37321,829,0.0829
750,1,750,1.20101E+24,751,1.20101E+23,40.579772,-121.158697,43306,2298,0.2298
751,1,751,1.20101E+24,752,1.20101E+23,40.787978,-121.059208,36397,2462,0.2462
752,1,752,1.20101E+24,753,1.20101E+23,40.733656,-121.218192,38251,784,0.0784
753,1,753,1.20101E+24,754,1.20101E+23,40.889306,-121.190995,33385,4596,0.4596
754,1,754,1.20101E+24,755,1.20101E+23,41.172165,-120.13397,24805,1250,0.125
755,1,755,1.20101E+24,756,1.20101E+23,40.433169,-120.846917,48274,1874,0.1874
756,1,756,1.20101E+24,757,1.20101E+23,39.929485,-120.093836,63938,2157,0.2157
757,1,757,1.20101E+24,758,1.20101E+23,37.419205,-119.601846,126781,11177,1.1177
758,1,758,1.20101E+24,759,1.20101E+23,37.471135,-119.485264,125342,3095,0.3095
759,1,759,1.20101E+24,760,1.20101E+23,37.431875,-119.28181,126521,9053,0.9053
760,1,760,1.20101E+24,761,1.20101E+23,37.302664,-119.459686,130376,8228,0.8228
761,1,761,1.20101E+24,762,1.20101E+23,37.464177,-119.785405,125607,5967,0.5967
762,1,762,1.20101E+24,763,1.20101E+23,39.770057,-122.942514,67264,7311,0.7311
763,1,763,1.20101E+24,764,1.20101E+23,39.69577,-123.554454,68724,3634,0.3634
764,1,764,1.20101E+24,765,1.20101E+23,39.419672,-123.221611,75690,4222,0.4222
765,1,765,1.20101E+24,766,1.20101E+23,39.922439,-122.948016,62891,4383,0.4383
766,1,766,1.20101E+24,767,1.20101E+23,39.320414,-123.040311,78312,5905,0.5905
767,1,767,1.20101E+24,768,1.20101E+23,39.438129,-123.668456,74952,3503,0.3503
768,1,768,1.20101E+24,769,1.20101E+23,38.923534,-123.623869,86760,1614,0.1614
769,1,769,1.20101E+24,770,1.20101E+23,39.303004,-123.370973,78530,4501,0.4501
770,0,770,1.20101E+24,771,1.20101E+23,39.467554,-123.785929,0,0,0
771,1,771,1.20101E+24,772,1.20101E+23,39.458376,-123.349571,74738,2235,0.2235
772,1,772,1.20101E+24,773,1.20101E+23,39.614444,-122.920101,71199,4994,0.4994
773,1,773,1.20101E+24,774,1.20101E+23,38.922398,-123.457581,86993,4396,0.4396
774,1,774,1.20101E+24,775,1.20101E+23,39.229845,-123.484824,80178,5496,0.5496
775,1,775,1.20101E+24,776,1.20101E+23,39.092897,-123.620683,83311,3870,0.387
776,1,776,1.20101E+24,777,1.20101E+23,39.070044,-123.444139,83733,1755,0.1755
777,1,777,1.20101E+24,778,1.20101E+23,39.552791,-123.540254,72118,2592,0.2592
778,1,778,1.20101E+24,779,1.20101E+23,41.617507,-120.324768,11392,3432,0.3432
779,1,779,1.20101E+24,780,1.20101E+23,41.581286,-121.431111,12163,1832,0.1832
780,1,780,1.20101E+24,781,1.20101E+23,41.288315,-120.745061,21138,1846,0.1846
781,1,781,1.20101E+24,782,1.20101E+23,41.25813,-121.401379,22001,2474,0.2474
782,1,782,1.20101E+24,783,1.20101E+23,41.25813,-121.401379,22001,2474,0.2474
783,1,783,1.20101E+24,784,1.20101E+23,41.287647,-120.300422,21167,3548,0.3548
784,1,784,1.20101E+24,785,1.20101E+23,41.206491,-121.249671,23509,2500,0.25
785,1,785,1.20101E+24,786,1.20101E+23,41.428159,-121.429323,16660,1771,0.1771
786,1,786,1.20101E+24,787,1.20101E+23,37.837738,-118.878054,115282,1958,0.1958
787,1,787,1.20101E+24,788,1.20101E+23,37.837738,-118.878054,115282,1958,0.1958
788,1,788,1.20101E+24,789,1.20101E+23,37.688471,-118.870961,118989,2519,0.2519
789,0,789,1.20101E+24,790,1.20101E+23,37.621015,-119.020342,0,0,0
790,1,790,1.20101E+24,791,1.20101E+23,38.471462,-119.240586,99582,680,0.068
791,1,791,1.20101E+24,792,1.20101E+23,38.519803,-122.353299,97660,7203,0.7203
792,0,792,1.20101E+24,793,1.20101E+23,38.516063,-122.465583,0,0,0
793,1,793,1.20101E+24,794,1.20101E+23,38.681686,-122.494668,93357,4992,0.4992
794,1,794,1.20101E+24,795,1.20101E+23,38.684288,-122.219382,93379,5839,0.5839
795,1,795,1.20101E+24,796,1.20101E+23,39.288598,-121.009198,79845,1184,0.1184
796,1,796,1.20101E+24,797,1.20101E+23,39.130238,-121.164427,83635,5305,0.5305
797,1,797,1.20101E+24,798,1.20101E+23,39.451351,-120.716374,76065,1255,0.1255
798,1,798,1.20101E+24,799,1.20101E+23,39.375282,-120.766392,77962,5137,0.5137
799,1,799,1.20101E+24,800,1.20101E+23,39.007548,-120.833794,86278,10472,1.0472
800,1,800,1.20101E+24,801,1.20101E+23,39.047311,-120.233758,85507,3522,0.3522
801,1,801,1.20101E+24,802,1.20101E+23,39.15171,-120.659175,83266,1625,0.1625
802,1,802,1.20101E+24,803,1.20101E+23,39.14728,-120.368791,83289,3667,0.3667
803,1,803,1.20101E+24,804,1.20101E+23,38.967772,-120.650078,87151,2122,0.2122
804,0,804,1.20101E+24,805,1.20101E+23,39.823509,-120.432039,0,0,0
805,1,805,1.20101E+24,806,1.20101E+23,39.953516,-121.245087,63012,6737,0.6737
806,1,806,1.20101E+24,807,1.20101E+23,39.789246,-120.773329,67648,7374,0.7374
807,1,807,1.20101E+24,808,1.20101E+23,39.844046,-121.16887,66094,2442,0.2442
808,1,808,1.20101E+24,809,1.20101E+23,40.040509,-120.314762,60784,2084,0.2084
809,1,809,1.20101E+24,810,1.20101E+23,39.81201,-120.921339,67143,5093,0.5093
810,1,810,1.20101E+24,811,1.20101E+23,40.120391,-120.797856,58046,2374,0.2374
811,1,811,1.20101E+24,812,1.20101E+23,40.400151,-121.135087,49251,3922,0.3922
812,1,812,1.20101E+24,813,1.20101E+23,39.76731,-121.043818,68126,6259,0.6259
813,1,813,1.20101E+24,814,1.20101E+23,40.103731,-121.083425,58630,6287,0.6287
814,1,814,1.20101E+24,815,1.20101E+23,39.846135,-120.58453,66140,3258,0.3258
815,1,815,1.20101E+24,816,1.20101E+23,40.405107,-121.458054,48892,3867,0.3867
816,1,816,1.20101E+24,817,1.20101E+23,39.947786,-120.767857,63338,6760,0.676
817,1,817,1.20101E+24,818,1.20101E+23,40.273222,-121.275927,53311,2279,0.2279
818,1,818,1.20101E+24,819,1.20101E+23,40.131351,-120.497011,57768,1845,0.1845
819,1,819,1.20101E+24,820,1.20101E+23,39.803868,-121.213027,67120,4301,0.4301
820,1,820,1.20101E+24,821,1.20101E+23,39.905565,-121.081533,64423,6428,0.6428
821,1,821,1.20101E+24,822,1.20101E+23,39.99064,-120.643556,62205,2391,0.2391
822,1,822,1.20101E+24,823,1.20101E+23,35.692768,-120.954849,183041,5653,0.5653
823,1,823,1.20101E+24,824,1.20101E+23,37.238963,-122.305384,131794,6152,0.6152
824,1,824,1.20101E+24,825,1.20101E+23,37.12829,-121.81489,135743,7564,0.7564
825,1,825,1.20101E+24,826,1.20101E+23,36.946121,-121.659899,141066,6459,0.6459
826,1,826,1.20101E+24,827,1.20101E+23,37.105827,-122.217391,135994,6174,0.6174
827,1,827,1.20101E+24,828,1.20101E+23,37.066885,-122.169513,137422,6357,0.6357
828,1,828,1.20101E+24,829,1.20101E+23,36.980721,-121.850107,139955,3939,0.3939
829,1,829,1.20101E+24,830,1.20101E+23,40.577307,-121.657923,42939,2376,0.2376
830,1,830,1.20101E+24,831,1.20101E+23,41.000828,-122.336435,29410,4069,0.4069
831,1,831,1.20101E+24,832,1.20101E+23,41.001422,-122.161827,29423,8982,0.8982
832,1,832,1.20101E+24,833,1.20101E+23,40.511809,-121.788689,45227,1019,0.1019
833,1,833,1.20101E+24,834,1.20101E+23,40.527292,-121.841054,44560,600,0.06
834,1,834,1.20101E+24,835,1.20101E+23,40.729025,-121.500212,38229,3522,0.3522
835,1,835,1.20101E+24,836,1.20101E+23,40.814596,-122.619099,34754,4396,0.4396
836,1,836,1.20101E+24,837,1.20101E+23,41.140997,-122.16459,25272,9044,0.9044
837,1,837,1.20101E+24,838,1.20101E+23,40.891167,-121.687314,33066,1916,0.1916
838,1,838,1.20101E+24,839,1.20101E+23,41.045398,-122.028375,28254,3645,0.3645
839,1,839,1.20101E+24,840,1.20101E+23,40.592512,-121.323351,42637,2861,0.2861
840,1,840,1.20101E+24,841,1.20101E+23,40.708915,-121.988586,38514,825,0.0825
841,1,841,1.20101E+24,842,1.20101E+23,40.707126,-121.801717,38852,271,0.0271
842,1,842,1.20101E+24,843,1.20101E+23,40.722255,-121.665777,38216,2058,0.2058
843,1,843,1.20101E+24,844,1.20101E+23,39.477397,-120.393846,75386,2157,0.2157
844,1,844,1.20101E+24,845,1.20101E+23,39.692141,-120.577291,70159,3953,0.3953
845,1,845,1.20101E+24,846,1.20101E+23,39.524143,-120.087291,74453,3897,0.3897
846,1,846,1.20101E+24,847,1.20101E+23,41.487009,-121.901011,14711,3477,0.3477
847,1,847,1.20101E+24,848,1.20101E+23,41.891727,-122.95227,2734,3119,0.3119
848,1,848,1.20101E+24,849,1.20101E+23,41.792489,-122.749325,5362,7103,0.7103
849,1,849,1.20101E+24,850,1.20101E+23,41.830128,-122.115705,4867,2437,0.2437
850,1,850,1.20101E+24,851,1.20101E+23,41.431193,-122.54431,16025,4917,0.4917
851,1,851,1.20101E+24,852,1.20101E+23,41.536163,-121.763614,13583,2115,0.2115
852,1,852,1.20101E+24,853,1.20101E+23,41.21272,-123.138605,22169,5230,0.523
853,1,853,1.20101E+24,854,1.20101E+23,41.673374,-122.110107,9274,5254,0.5254
854,1,854,1.20101E+24,855,1.20101E+23,41.235107,-121.758386,22276,2963,0.2963
855,1,855,1.20101E+24,856,1.20101E+23,41.258494,-122.821777,20980,3184,0.3184
856,1,856,1.20101E+24,857,1.20101E+23,41.545919,-122.091116,12979,3426,0.3426
857,1,857,1.20101E+24,858,1.20101E+23,41.521055,-121.605149,13882,3276,0.3276
858,1,858,1.20101E+24,859,1.20101E+23,41.892403,-123.405535,2435,5047,0.5047
859,1,859,1.20101E+24,860,1.20101E+23,41.25221,-123.334896,20639,6867,0.6867
860,1,860,1.20101E+24,861,1.20101E+23,41.474392,-122.704675,14649,3132,0.3132
861,1,861,1.20101E+24,862,1.20101E+23,41.67939,-121.622337,9309,3539,0.3539
862,1,862,1.20101E+24,863,1.20101E+23,41.731445,-122.943358,6983,7164,0.7164
863,1,863,1.20101E+24,864,1.20101E+23,41.347682,-122.036479,18637,1745,0.1745
864,1,864,1.20101E+24,865,1.20101E+23,41.347682,-122.036479,18637,1745,0.1745
865,1,865,1.20101E+24,866,1.20101E+23,41.300286,-122.224146,20126,2422,0.2422
866,1,866,1.20101E+24,867,1.20101E+23,41.85091,-123.263701,3480,6289,0.6289
867,1,867,1.20101E+24,868,1.20101E+23,41.295741,-122.686444,20090,2044,0.2044
868,0,868,1.20101E+24,869,1.20101E+23,38.311211,-122.129539,0,0,0
869,1,869,1.20101E+24,870,1.20101E+23,38.741743,-123.415074,91189,5087,0.5087
870,1,870,1.20101E+24,871,1.20101E+23,38.456384,-123.055999,98833,1940,0.194
871,1,871,1.20101E+24,872,1.20101E+23,38.536772,-122.633328,96864,6597,0.6597
872,1,872,1.20101E+24,873,1.20101E+23,38.806955,-123.263819,89777,4608,0.4608
873,1,873,1.20101E+24,874,1.20101E+23,38.521675,-122.915243,97109,3934,0.3934
874,1,874,1.20101E+24,875,1.20101E+23,40.000917,-122.785828,60607,1867,0.1867
875,1,875,1.20101E+24,876,1.20101E+23,40.211228,-121.744327,55014,3958,0.3958
876,1,876,1.20101E+24,877,1.20101E+23,40.255978,-121.603101,53576,3186,0.3186
877,1,877,1.20101E+24,878,1.20101E+23,40.243254,-121.438679,54163,2764,0.2764
878,1,878,1.20101E+24,879,1.20101E+23,40.243254,-121.438679,54163,2764,0.2764
879,1,879,1.20101E+24,880,1.20101E+23,40.260341,-123.017123,52587,6239,0.6239
880,1,880,1.20101E+24,881,1.20101E+23,40.083403,-123.299836,57862,7313,0.7313
881,1,881,1.20101E+24,882,1.20101E+23,40.461412,-123.213193,45788,6232,0.6232
882,1,882,1.20101E+24,883,1.20101E+23,40.408382,-123.014321,47786,5368,0.5368
883,1,883,1.20101E+24,884,1.20101E+23,40.269026,-123.183418,52273,5346,0.5346
884,1,884,1.20101E+24,885,1.20101E+23,40.64232,-123.198772,39702,4919,0.4919
885,1,885,1.20101E+24,886,1.20101E+23,40.910338,-122.807185,31806,4478,0.4478
886,1,886,1.20101E+24,887,1.20101E+23,40.7408,-123.096022,36870,5130,0.513
887,1,887,1.20101E+24,888,1.20101E+23,40.419276,-123.528339,46764,2236,0.2236
888,1,888,1.20101E+24,889,1.20101E+23,40.709824,-123.394677,37450,4926,0.4926
889,1,889,1.20101E+24,890,1.20101E+23,40.636191,-122.916844,40331,2818,0.2818
890,1,890,1.20101E+24,891,1.20101E+23,40.605039,-123.205233,40920,5454,0.5454
891,1,891,1.20101E+24,892,1.20101E+23,40.272019,-123.502349,51938,2283,0.2283
